,Precio,Marca,Modelo,Motor,Potencia,Km,Ciudad,Año,Image
444,82.995,Porsche,E-Hybrid Aut.,Híbrido,462,9.990,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/31/f/medium/0307985203d2ca778fc693882848134fb5f80e8559_original.jpg
445,72.900,Porsche,Macan Aut.,Gasolina,245,9.200,Tarragona,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/b/medium/a67905a7b53133f5b57135f15e1f08aa.jpg
446,96.500,Porsche,Macan GTS Aut.,Gasolina,382,5.000,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/05/e/medium/0308887365017e2629-b2ae-e3bd-c8f4-33334537659b.jpg
447,246.990,Porsche,911 GT3 PDK,Gasolina,510,3.500,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/06/5/medium/47bff2a5ccb137f8567b42d607af12e3.JPG
448,159.000,Porsche,911 Carrera 4S Cabriolet,Gasolina,450,9.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/12/7/medium/030509197593314a70d4f0923c3a61939b291c6284_original.jpg
449,99.900,Porsche,E-Hybrid Coupé Aut.,Híbrido,462,5.600,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2022/01/10/0/medium/8afd6c9a664092f690c35ad708c3d929.jpg
450,88.943,Porsche,Taycan,Eléctrico,326,1,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/10/5/medium/1d2868128e687decab84d0bc8b541d71.jpg
451,158.900,Porsche,911 Carrera 4S Coupé,Gasolina,450,10.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/15/f/medium/6dc861b1ec1c8e4b29f761babf32f2d6.jpg
452,116.900,Porsche,Taycan 4S,Eléctrico,530,5.150,"Coruña, A",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/21/3/medium/03064384779f9965bb-6eb2-4b22-8354-04d601dad68b_original.jpg
453,109.500,Porsche,Taycan,Eléctrico,326,8.600,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/f/medium/03064386511ad23a00-b4bf-49f4-abdd-07916de80ef6_original.jpg
454,125.900,Porsche,Taycan 4S,Eléctrico,530,6.500,"Coruña, A",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/0/medium/0306438487cec88b2e-e879-494c-912e-780b48febc58_original.jpg
455,119.900,Porsche,4 Sport Turismo,Gasolina,330,1.000,"Coruña, A",2020,https://imgs.coches.com/coches/fotos/usados/2021/11/04/2/medium/029929505109362815-417b-495b-a7f5-373d31f7ecd7_original.jpg
456,177.900,Porsche,911 Targa 4 S PDK,Gasolina,450,7.900,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/6/medium/03123010023af4e51c-fb5b-4825-ba35-17f98f6bb233_01.jpg
457,93.000,Porsche,Taycan 4S,Eléctrico,530,5.200,Navarra,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/0/medium/029727121901-1625131341_495.jpg
458,101.900,Porsche,Taycan 4S,Eléctrico,530,6.500,Huesca,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/21/0/medium/0306333585640x480.jpg
459,174.900,Porsche,Taycan Turbo S,Eléctrico,761,1.923,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/23/5/medium/0297273667640x480.jpg
460,107.500,Porsche,4 Aut.,Gasolina,330,9.000,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/07/22/8/medium/0282828364640x480.jpg
461,139.800,Porsche,4S E-Hybrid Aut.,Híbrido,560,3.500,Malaga,2020,https://imgs.coches.com/coches/fotos/usados/2021/07/21/2/medium/0282668806640x480.jpg
462,67.400,Porsche,Macan Aut.,Gasolina,245,9.500,Navarra,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/23/d/medium/029727124300-1622030379_603.jpg
463,95.990,Porsche,Macan S Aut.,Gasolina,354,3.600,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/29/6/medium/0307679247640x480.jpg
464,27.500,Renault,Zoe Zen 50 R135 100kW,Eléctrico,135,340,Murcia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/b/medium/030625418736f1bb9d-4746-4b7a-a21a-d9dae62fec47_original.jpg
465,13.064,Renault,Clio TCe Zen 67kW,Gasolina,90,8.945,Valencia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/15/e/medium/0310486821img_0_0_0.jpg
466,28.450,Renault,Zoe Intens 50 R110 80kW,Eléctrico,110,5,Illes Balears,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/6/medium/0311553247235655-IMG_7165-32.jpg
467,17.990,Renault,Mégane 1.5dCi Blue Life,Diesel,115,2.519,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/02/0/medium/e98652c653edd7b59a5625b42bc724aa.jpg
468,27.150,Renault,Mégane E-TECH Zen 117kW,Híbrido,160,3.900,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/01/2/medium/c1eec27e4b459a8de97f4cbc75c8cda8.jpg
469,19.990,Renault,Clio E-TECH,Híbrido,140,40,Ciudad Real,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/18/9/medium/030585331101_1639759736_289.jpg
470,16.490,Renault,Clio E-TECH,Híbrido,140,1.000,"Palmas, Las",2022,https://imgs.coches.com/coches/fotos/usados/2022/01/26/f/medium/d7ceb910a4e4a5945f942b502058fafa.jpg
471,30.900,Renault,Koleos 2.0dCi Blue Intens,Diesel,185,10,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/5/medium/03100136911641896419046.jpg
472,22.200,Renault,Captur E-TECH,Híbrido,145,100,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/17/6/medium/0310d815f48e41efb6bdadeb01e53a82.JPG
473,22.200,Renault,Captur E-TECH,Híbrido,145,100,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/e/medium/9d677a275feeee41401ad40820adfbb0.jpg
474,22.900,Renault,Captur TCe GPF Micro,Gasolina,140,7,"Palmas, Las",2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/5/medium/3927f377da595ff270e445271b584648.jpg
475,25.190,Renault,Captur E-TECH,Híbrido,160,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310069283m_img_58_49352_868212_1641907025.jpg
476,27.990,Renault,Mégane E-TECH Zen 117kW,Híbrido,160,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/1/medium/0309939937m_img_58_49350_868201_1641905480.jpg
477,31.500,Renault,Talisman 2.0dCi Blue Zen EDC,Diesel,160,10,Asturias,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/0/medium/03100137091641896820076.jpg
478,17.990,Renault,Clio E-TECH,Híbrido,140,9,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/12/23/e/medium/5e81e4680a628b733811608dc65a874d.jpg
479,28.190,Renault,Mégane E-TECH Zen 117kW,Híbrido,160,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0310069305m_img_58_49354_868554_1641988879.jpg
480,19.290,Renault,Kangoo Fg. 1.5Blue dCi,Diesel,75,10,Cadiz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/13/a/medium/0310069261m_img_58_49341_868156_1641904690.jpg
481,24.490,Renault,Trafic Combi Mixto 5-6,Diesel,145,12,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/26/0/medium/bd3a91fbf094d5b2a14f134f9c743d95.jpeg
482,23.900,Renault,Captur E-TECH,Híbrido,160,2.000,"Palmas, Las",2021,https://imgs.coches.com/coches/fotos/usados/2021/11/09/9/medium/bc23a95511d2bcb46322b3c1fe8fc8e0.jpg
483,22.800,Renault,Mégane S.T E-TECH Intens,Híbrido,160,5.500,Badajoz,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/16/6/medium/b3228eeaf702d885f0997e2d24085561.jpeg
484,29.990,Seat,Ateca 2.0TDI CR S&S,Diesel,150,4.804,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/11/a/medium/100c659624b0bd5a3d14b0049a0ce1ee.jpg
485,16.800,Seat,Arona 1.0 TSI Ecomotive,Gasolina,110,9.600,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/24/8/medium/044d53b106ad80ba0154ede16bc2ec81.JPG
486,16.800,Seat,Arona 1.0 TSI S&S,Gasolina,95,1,Asturias,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/12/f/medium/f9ea9aeefa8c09f599b89202235d9f94.jpg
487,44.284,Seat,Alhambra 1.4 TSI S&S,Gasolina,150,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/f/medium/a308920c52365c5229db9d20535cfdde.jpg
488,44.284,Seat,Alhambra 1.4 TSI S&S,Gasolina,150,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/9/medium/2b860f75ce140a4e63a9f6d8529f7d49.jpg
489,18.500,Seat,Arona 1.0 TSI S&S FR 110,Gasolina,110,9.825,Illes Balears,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/11/0/medium/7cfd1d81ad9aaa985fd377492a926aa4.jpg
490,17.600,Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,8.415,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/08/b/medium/1015c844258ecdec10363d5e136a821b.jpg
491,16.400,Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,9.234,Salamanca,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/6/medium/f9f925c11446aeea43201b2acf4a1451.JPG
492,14.990,Seat,Ibiza 1.0 TSI S&S Style 110,Gasolina,110,10.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/26/9/medium/f28ca4d4bf425ff07eeadbe18efd5ed1.JPG
493,15.900,Seat,Ibiza 1.0 TSI S&S FR 115,Gasolina,115,5.136,Guadalajara,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/7/medium/cfc7d1c144db983173e58de2474c2cd4.jpg
494,16.900,Seat,Arona 1.0 TSI S&S Style 110,Gasolina,110,9.157,Guadalajara,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/24/4/medium/a37eec299affbd5e06d82242ae5ae453.JPEG
495,22.850,Seat,Ateca 1.0 TSI S&S,Gasolina,110,48,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/19/6/medium/3de64f80ad1ee4f9c332cfe083b8746b.jpg
496,23.133,Seat,Ibiza 1.5 TSI S&S FR,Gasolina,150,0,Madrid,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/21/3/medium/77dfb65d4f708c7137ea8bb1cfea9315.jpg
497,18.455,Seat,Ibiza 1.0 TSI S&S,Gasolina,110,1.471,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/a/medium/031096890916808329_01.jpg
498,17.990,Seat,Ibiza 1.0 TSI S&S FR 115,Gasolina,115,6.941,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/13/0/medium/0776f20c225d15e2ae2df5dd05ef4b08.jpg
499,26.970,Seat,León 2.0TDI CR S&S FR,Diesel,150,4.815,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/d/medium/566515a118ed396e29d3ae9413a11463.jpg
500,20.900,Seat,Ibiza 1.0 TSI S&S FR,Gasolina,110,2.715,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/02/6/medium/56fdf695396c9c3411c983ba7669cbd3.jpg
501,17.300,Seat,Arona 1.0 TSI S&S FR 110,Gasolina,110,9.799,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/0/medium/0311564471496299-Plantilla-GNA.jpg
502,17.300,Seat,Arona 1.0 TSI S&S FR 110,Gasolina,110,9.583,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/9/medium/0311564469496290-1.png
503,17.300,Seat,Arona 1.0 TSI S&S FR 110,Gasolina,110,8.953,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/7/medium/0311564467496274-1.png
504,16.700,Skoda,Fabia 1.0 TSI Monte Carlo,Gasolina,95,7.263,Alicante,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/26/6/medium/0307244613313e66e4-8e7b-4335-b4e0-4b582dfafeb9_original.jpg
505,33.700,Skoda,Octavia Combi 1.4TSI PHEV,Híbrido,204,250,Cantabria,2020,https://imgs.coches.com/coches/fotos/usados/2021/08/10/d/medium/1d08a358ee15f3988d956fb49541d0be.jpg
506,19.900,Skoda,Scala 1.0 TSI Sport 81kW,Gasolina,110,5.500,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/4/medium/aa2b3afc9ca429816e5c48e49c58ba0d.JPG
507,42.500,Skoda,Enyaq iV 80,Eléctrico,204,3.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/24/d/medium/0306846255017de6d7-f148-14d5-41ea-1f691bfc1028.jpg
508,32.990,Skoda,Superb 2.0TDI AdBlue,Diesel,150,10.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/24/5/medium/7ef1cfb258b7de9dcb011faea4ef2095.JPG
509,19.251,Skoda,Scala 1.0 TSI Sport DSG,Gasolina,110,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/9371f9de8c00a3f5a1fde97d120fb048.jpg
510,19.380,Skoda,Scala 1.0 TSI Sport DSG,Gasolina,110,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0c7a664051b7b3080f2cbecdde81105e.jpg
511,21.364,Skoda,Octavia 1.5 TSI Ambition,Gasolina,150,9.890,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/18/4/medium/031097283516675321_01.jpg
512,20.700,Skoda,Scala 1.0 TSI Style 81kW,Gasolina,110,4.990,Barcelona,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/14/4/medium/463c3ec224f10cfc6c91e7070fff208b.jfif
513,43.500,Skoda,Enyaq iV 80,Eléctrico,204,4.500,Badajoz,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/4/medium/c55bd2849246c8e2c08317bbd5d95924.JPG
514,29.900,Skoda,Karoq 1.5 TSI Ambition ACT,Gasolina,150,7.773,Zaragoza,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/4/medium/0309949077m_img_114_2636_46963_1641897112.jpg
515,12.661,Skoda,Fabia 1.0 MPI Active 59kW,Gasolina,80,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/28/1/medium/3b0dec857f0137682f3220330b9c0aa8.jpg
516,32.682,Skoda,Octavia 1.4TSI PHEV Style,Híbrido,204,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/28/1/medium/4beaeabc487d5006e795ef97dedbbf82.jpg
517,17.000,Skoda,Scala 1.0 TSI Ambition,Gasolina,95,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/b/medium/f439fe6eb3172f5cadcf76371763c755.jpg
518,37.800,Skoda,Superb 2.0TDI AdBlue,Diesel,150,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/28/c/medium/aa7bdcf901db0f36d9e200b27ac41315.jpg
519,18.921,Skoda,Scala 1.0 TSI Style 81kW,Gasolina,110,0,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/20/5/medium/315b8449e72eb5c767e3ebee9a38aece.jpg
520,22.190,Skoda,Kamiq 1.5 TSI Sport,Gasolina,150,6.910,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/26/2/medium/031231779495be89dbd589d1bf9cce0afc0e728f08-5346074-2aa5a356158c44156ad0ff86776ac2082352b14c-wc-265.jpg
521,20.790,Skoda,Scala 1.0 TSI Sport 81kW,Gasolina,110,5.000,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/20/9/medium/443e0785e85ea60b0d79c9918a538413.JPG
522,18.000,Skoda,Scala 1.0 TSI Ambition,Gasolina,110,9.000,Pontevedra,2021,https://imgs.coches.com/coches/fotos/usados/2021/07/14/0/medium/0281548770017a9f91-a27d-cfd7-b468-06b70d739d15.jpg
523,21.490,Skoda,Scala 1.0 TSI Ambition DSG,Gasolina,115,5.000,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/05/31/1/medium/5902fc6b65ba1e7b2f9d560af7785127.JPG
524,20.900,Smart,Forfour EQ,Eléctrico,82,6,Cordoba,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/10/4/medium/0304761017W1A4530911Y244047_1.jpg
525,19.000,Smart,Fortwo Coupé EQ Passion,Eléctrico,82,3.300,Madrid,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/24/9/medium/22c9c1fa5ac70c029cde6a4e9772865e.jpg
526,23.400,Smart,Fortwo Coupé EQ,Eléctrico,82,5,Toledo,2021,https://imgs.coches.com/coches/fotos/usados/2021/10/14/9/medium/02958853379390LPD_01.jpg
527,15.900,Smart,Fortwo Coupé EQ,Eléctrico,82,5.281,Sevilla,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/12/c/medium/03099723839445LPG_01.jpg
528,19.990,Smart,Fortwo Cabrio EQ Edition,Eléctrico,82,2.000,"Palmas, Las",2020,https://imgs.coches.com/coches/fotos/usados/2021/12/31/4/medium/03080970275760588965de642237d487347fac3912_original.jpg
529,16.990,Smart,Forfour EQ,Eléctrico,82,7.730,Jaen,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/30/8/medium/03077961911184LND_012.jpg
530,19.295,Smart,Fortwo Coupé EQ,Eléctrico,82,3.537,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/23/a/medium/0306748371W1A4533911K431980_1.jpg
531,17.600,Smart,Forfour EQ,Eléctrico,82,2.390,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/12/c/medium/02955639094614LJW_01.jpg
532,16.700,Smart,Forfour EQ,Eléctrico,82,3.563,Barcelona,2020,https://imgs.coches.com/coches/fotos/usados/2021/10/07/1/medium/02947817091935LCL_01.jpg
533,18.695,Smart,Forfour EQ Passion,Eléctrico,82,4.828,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/30/3/medium/0293674751WME4530911Y234524_1.jpg
534,19.795,Smart,Forfour EQ Passion,Eléctrico,82,1.181,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/11/03/3/medium/0299170051WME4530911Y217339_1.jpg
535,19.470,Smart,Forfour EQ,Eléctrico,82,10,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/09/30/a/medium/0293675017WME4530911Y241394_1.jpg
536,16.500,Smart,Forfour EQ,Eléctrico,82,40,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/8/medium/0311558903645646-2222LLN_01.jpg
537,16.500,Smart,Forfour EQ,Eléctrico,82,1.035,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/e/medium/0311558921645642-8341LLR_01.jpg
538,15.900,Smart,Forfour EQ,Eléctrico,82,3.418,Murcia,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/21/4/medium/0311559153645717-9905LLY_01.jpg
539,19.000,Smart,Forfour EQ,Eléctrico,82,2.900,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/07/9/medium/565223a5a2acc670d4159203a9e7b2fa.jpeg
540,19.000,Smart,Forfour EQ,Eléctrico,82,2.200,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2022/01/11/d/medium/07b6dd22588b77898b8f4c0c98f0e4c0.jpg
541,19.000,Smart,Forfour EQ,Eléctrico,82,2.010,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/d/medium/013525eee5af19218f5c5ae5dbc0d34b.jpeg
542,19.000,Smart,Forfour EQ,Eléctrico,82,2.700,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/4/medium/dd11c5b7d07121003c6fff555b5c5e7e.jpeg
543,19.000,Smart,Forfour EQ,Eléctrico,82,2.600,Madrid,2020,https://imgs.coches.com/coches/fotos/usados/2021/12/03/d/medium/e83109ebb7059817401258770b7efed5.jpeg
544,18.290,Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/21/0/medium/030632694529a1eefe5c3aa15eea3a8f80fea58d97_original.jpg
545,18.290,Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/15/1/medium/029615259776edb853-251c-4da1-9ed4-348e7691573c_original.jpg
546,18.400,Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/14/3/medium/0295896373f94ad748-3293-4f59-90b1-fc352c0d9426_original.jpg
547,18.400,Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/29/b/medium/0307661931992615fdcbc97b5b24a1713df492500d_original.jpg
548,13.900,Ssangyong,Tivoli G12 Line 4x2,Gasolina,128,8,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/21/f/medium/0306329919e1319e4fd7fe655196403df27c120adb_original.jpg
549,13.900,Ssangyong,Tivoli G12 Line 4x2,Gasolina,128,8,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/09/7/medium/029511517155bc4a0f-2319-4019-ab60-450569f4ab8f_original.jpg
550,21.700,Ssangyong,G15 GLP Urban 4x2,Gasolina,163,1,Alava,2021,https://imgs.coches.com/coches/fotos/usados/2021/12/15/3/medium/6d890f3f5daf08a4b1a21166d8bacad0.jpeg
551,18.500,Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,8,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/12/2/medium/02956631234565765f-b094-4650-ab4a-2102666201fa_original.jpg
552,18.499,Ssangyong,G15 Line 4x2 L.P.,Gasolina,149,7,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/10/7/medium/0295270331a1e9d498-3233-405a-a1d6-6d1b3647333f_original.jpg
553,21.900,Ssangyong,G15 Urban 4x2 L.P.,Gasolina,149,8,Granada,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/7/medium/d51612cd9990c5a4ce111ef425572092.jpg
554,21.600,Ssangyong,G15 Urban 4x2 L.P.,Gasolina,149,10,Granada,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/f/medium/e323574e7b8c676995c9d02ae34dd006.jpeg
555,19.490,Ssangyong,G15 Urban 4x2 L.P.,Gasolina,149,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/03/2/medium/03085164073e053e9a2c9c8dbae88cf2791e3f5e01_original.jpg
556,19.490,Ssangyong,G15 Urban 4x2 L.P.,Gasolina,149,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/15/8/medium/02961525850049e7d1-9725-46dd-9111-e9205e66646c_original.jpg
557,15.990,Ssangyong,Tivoli G12 Urban Plus 4x2,Gasolina,128,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/16/4/medium/02962221654b7c1d30-2ce6-4bc5-a4f7-ae9fe086d7f3_original.jpg
558,20.850,Ssangyong,G15 Urban 4x2,Gasolina,163,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/21/2/medium/0306334401a188b912ab47dc4c0e581de98c830ccf_original.jpg
559,20.850,Ssangyong,G15 Urban 4x2,Gasolina,163,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/09/6/medium/0295117813bf697b8c-6021-4b44-ac5d-eeb821a15160_original.jpg
560,15.900,Ssangyong,Tivoli G12 Urban 4x2,Gasolina,128,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/14/6/medium/0295896361a7b1cd13-209f-414c-a47c-95b87bded20f_original.jpg
561,18.450,Ssangyong,G15 Line 4x2,Gasolina,163,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/27/3/medium/03073868439fe9a23f6c728a0abf7e5d06cf68b0f6_original.jpg
562,18.450,Ssangyong,G15 Line 4x2,Gasolina,163,5,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/09/1/medium/02951179151da136ab-4584-4e26-9328-3a1af06b91d9_original.jpg
563,26.800,Ssangyong,G15T Limited 4x2 L.P.,Gasolina,149,10,Granada,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/8/medium/c4dde8a7d6c8809ee810ed25efdcc1c8.jpeg
564,30.500,Subaru,XV 2.0i Hybrid Sport Plus,Híbrido,150,5.400,Valencia,2021,https://imgs.coches.com/coches/fotos/usados/2021/11/17/2/medium/5c3cb15b264603d44ccbacac47688537.JPG
565,35.500,Subaru,Forester 2.0i Hybrid Sport Plus,Híbrido,150,10,Granada,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/24/5/medium/b92b9af05ace19a3213f2a31719b3a5d.jpeg
566,34.500,Subaru,XV 2.0i Hybrid Executive,Híbrido,150,15,Granada,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/3/medium/17429416cab3e3bdf96f8c77fd3401bc.jpeg
567,24.990,Subaru,XV 1.6i Sport Plus CVT,Gasolina,114,15,Granada,2022,https://imgs.coches.com/coches/fotos/usados/2022/01/19/3/medium/e1eb314b46b5a8e2eb95f2006988a6d3.jpeg
568,27.000,Subaru,Impreza 2.0i Ecohybrid Urban,Híbrido,150,100,Malaga,2021,https://imgs.coches.com/coches/fotos/usados/2022/01/21/d/medium/0311564303468385-1.png
569,22.850,Subaru,XV 1.6i Sport CVT,Gasolina,114,10,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/21/2/medium/03063346456118a54cafe254e6464fcfec8e8936bc_original.jpg
570,22.850,Subaru,XV 1.6i Sport CVT,Gasolina,114,10,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/09/7/medium/029511805923af0284-22b7-44ce-94c6-e4b84afbe0d7_original.jpg
571,32.850,Subaru,Forester 2.0i Hybrid Executive,Híbrido,150,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/10/09/a/medium/029511802746bc469e-195c-46ec-ad1e-f2569d55de8c_original.jpg
572,32.850,Subaru,Forester 2.0i Hybrid Executive,Híbrido,150,15,Burgos,2022,https://imgs.coches.com/coches/fotos/usados/2021/12/26/8/medium/030722133761a823535d856dda148fe841c65bd476_original.jpg
